"intersection_id","tollgate_id","time_window","avg_travel_time","sum_travel_time"
"B","3","[2016-07-24 17:20:00,2016-07-24 17:40:00)","206.31","1444.15"
"B","3","[2016-07-24 17:40:00,2016-07-24 18:00:00)","106.74","960.65"
"B","3","[2016-07-24 18:00:00,2016-07-24 18:20:00)","122.36","122.36"
"B","3","[2016-07-24 18:20:00,2016-07-24 18:40:00)","156.42","156.42"
"B","3","[2016-07-24 18:40:00,2016-07-24 19:00:00)","87.72","263.16"
"B","3","[2016-07-24 19:00:00,2016-07-24 19:20:00)","135.01","540.04"
"B","3","[2016-07-24 19:20:00,2016-07-24 19:40:00)","75.39","226.17"
"B","3","[2016-07-24 19:40:00,2016-07-24 20:00:00)","153.17","153.17"
"B","3","[2016-07-24 20:00:00,2016-07-24 20:20:00)","78.0","234.01"
"B","3","[2016-07-24 20:20:00,2016-07-24 20:40:00)","132.96","930.72"
"B","3","[2016-07-24 20:40:00,2016-07-24 21:00:00)","127.92","639.6"
"B","3","[2016-07-24 21:00:00,2016-07-24 21:20:00)","73.99","221.97"
"B","3","[2016-07-24 21:20:00,2016-07-24 21:40:00)","133.61","801.64"
"B","3","[2016-07-24 21:40:00,2016-07-24 22:00:00)","79.16","395.82"
"B","3","[2016-07-24 22:00:00,2016-07-24 22:20:00)","75.39","75.39"
"B","3","[2016-07-24 22:20:00,2016-07-24 22:40:00)","97.18","194.35"
"B","3","[2016-07-24 22:40:00,2016-07-24 23:00:00)","128.09","512.37"
"B","3","[2016-07-24 23:00:00,2016-07-24 23:20:00)","115.91","579.54"
"B","3","[2016-07-24 23:20:00,2016-07-24 23:40:00)","78.84","157.67"
"B","3","[2016-07-24 23:40:00,2016-07-25 00:00:00)","72.98","72.98"
"B","3","[2016-07-25 00:00:00,2016-07-25 00:20:00)","123.0","492.01"
"B","3","[2016-07-25 00:20:00,2016-07-25 00:40:00)","104.63","313.88"
"B","3","[2016-07-25 00:40:00,2016-07-25 01:00:00)","83.98","419.88"
"B","3","[2016-07-25 01:00:00,2016-07-25 01:20:00)","107.98","323.93"
"B","3","[2016-07-25 01:20:00,2016-07-25 01:40:00)","32.34","32.34"
"B","3","[2016-07-25 01:40:00,2016-07-25 02:00:00)","88.43","176.85"
"B","3","[2016-07-25 02:00:00,2016-07-25 02:20:00)","81.26","406.32"
"B","3","[2016-07-25 02:20:00,2016-07-25 02:40:00)","80.55","161.1"
"B","3","[2016-07-25 02:40:00,2016-07-25 03:00:00)","92.64","277.92"
"B","3","[2016-07-25 04:00:00,2016-07-25 04:20:00)","141.36","141.36"
"B","3","[2016-07-25 04:20:00,2016-07-25 04:40:00)","163.31","489.92"
"B","3","[2016-07-25 05:00:00,2016-07-25 05:20:00)","105.21","105.21"
"B","3","[2016-07-25 05:20:00,2016-07-25 05:40:00)","137.94","275.88"
"B","3","[2016-07-25 05:40:00,2016-07-25 06:00:00)","161.76","161.76"
"B","3","[2016-07-25 06:00:00,2016-07-25 06:20:00)","86.43","86.43"
"B","3","[2016-07-25 06:20:00,2016-07-25 06:40:00)","58.43","116.86"
"B","3","[2016-07-25 06:40:00,2016-07-25 07:00:00)","137.54","275.07"
"B","3","[2016-07-25 07:00:00,2016-07-25 07:20:00)","140.78","703.88"
"B","3","[2016-07-25 07:20:00,2016-07-25 07:40:00)","187.73","938.64"
"B","3","[2016-07-25 07:40:00,2016-07-25 08:00:00)","140.55","562.21"
"B","3","[2016-07-25 08:00:00,2016-07-25 08:20:00)","108.82","435.27"
"B","3","[2016-07-25 08:20:00,2016-07-25 08:40:00)","100.64","201.28"
"B","3","[2016-07-25 08:40:00,2016-07-25 09:00:00)","138.42","1384.24"
"B","3","[2016-07-25 09:00:00,2016-07-25 09:20:00)","161.58","1454.24"
"B","3","[2016-07-25 09:20:00,2016-07-25 09:40:00)","170.83","854.14"
"B","3","[2016-07-25 09:40:00,2016-07-25 10:00:00)","140.35","1263.14"
"B","3","[2016-07-25 10:00:00,2016-07-25 10:20:00)","162.12","810.6"
"B","3","[2016-07-25 10:20:00,2016-07-25 10:40:00)","118.16","354.49"
"B","3","[2016-07-25 10:40:00,2016-07-25 11:00:00)","108.78","435.1"
"B","3","[2016-07-25 11:00:00,2016-07-25 11:20:00)","80.64","403.18"
"B","3","[2016-07-25 11:20:00,2016-07-25 11:40:00)","60.65","121.3"
"B","3","[2016-07-25 11:40:00,2016-07-25 12:00:00)","124.54","249.08"
"B","3","[2016-07-25 12:20:00,2016-07-25 12:40:00)","96.83","387.33"
"B","3","[2016-07-25 12:40:00,2016-07-25 13:00:00)","131.32","393.97"
"B","3","[2016-07-25 13:00:00,2016-07-25 13:20:00)","105.69","634.17"
"B","3","[2016-07-25 13:20:00,2016-07-25 13:40:00)","139.78","279.57"
"B","3","[2016-07-25 13:40:00,2016-07-25 14:00:00)","104.54","627.26"
"B","3","[2016-07-25 14:00:00,2016-07-25 14:20:00)","113.56","681.37"
"B","3","[2016-07-25 14:20:00,2016-07-25 14:40:00)","155.57","622.3"
"B","3","[2016-07-25 14:40:00,2016-07-25 15:00:00)","134.43","268.85"
"B","3","[2016-07-25 15:00:00,2016-07-25 15:20:00)","99.04","693.3"
"B","3","[2016-07-25 15:20:00,2016-07-25 15:40:00)","107.58","430.31"
"B","3","[2016-07-25 16:00:00,2016-07-25 16:20:00)","107.69","323.07"
"B","3","[2016-07-25 16:20:00,2016-07-25 16:40:00)","130.88","392.64"
"B","3","[2016-07-25 16:40:00,2016-07-25 17:00:00)","146.78","733.88"
"B","3","[2016-07-25 17:00:00,2016-07-25 17:20:00)","118.64","593.18"
"B","3","[2016-07-25 17:20:00,2016-07-25 17:40:00)","131.04","786.25"
"B","3","[2016-07-25 17:40:00,2016-07-25 18:00:00)","114.77","459.08"
"B","3","[2016-07-25 18:00:00,2016-07-25 18:20:00)","186.91","373.81"
"B","3","[2016-07-25 18:20:00,2016-07-25 18:40:00)","127.39","254.78"
"B","3","[2016-07-25 18:40:00,2016-07-25 19:00:00)","104.56","209.12"
"B","3","[2016-07-25 19:00:00,2016-07-25 19:20:00)","131.39","262.78"
"B","3","[2016-07-25 19:20:00,2016-07-25 19:40:00)","86.23","258.68"
"B","3","[2016-07-25 19:40:00,2016-07-25 20:00:00)","57.6","57.6"
"B","3","[2016-07-25 20:00:00,2016-07-25 20:20:00)","163.93","163.93"
"B","3","[2016-07-25 20:20:00,2016-07-25 20:40:00)","155.27","155.27"
"B","3","[2016-07-25 20:40:00,2016-07-25 21:00:00)","95.89","95.89"
"B","3","[2016-07-25 21:00:00,2016-07-25 21:20:00)","180.36","721.44"
"B","3","[2016-07-25 21:20:00,2016-07-25 21:40:00)","97.33","194.66"
"B","3","[2016-07-25 21:40:00,2016-07-25 22:00:00)","135.9","815.37"
"B","3","[2016-07-25 22:00:00,2016-07-25 22:20:00)","70.81","141.62"
"B","3","[2016-07-25 23:00:00,2016-07-25 23:20:00)","182.17","182.17"
"B","3","[2016-07-25 23:40:00,2016-07-26 00:00:00)","142.96","142.96"
"B","3","[2016-07-26 00:00:00,2016-07-26 00:20:00)","47.09","47.09"
"B","3","[2016-07-26 01:00:00,2016-07-26 01:20:00)","120.07","360.22"
"B","3","[2016-07-26 01:20:00,2016-07-26 01:40:00)","91.39","91.39"
"B","3","[2016-07-26 02:00:00,2016-07-26 02:20:00)","65.86","65.86"
"B","3","[2016-07-26 02:20:00,2016-07-26 02:40:00)","112.43","112.43"
"B","3","[2016-07-26 02:40:00,2016-07-26 03:00:00)","70.81","70.81"
"B","3","[2016-07-26 03:00:00,2016-07-26 03:20:00)","173.58","173.58"
"B","3","[2016-07-26 04:20:00,2016-07-26 04:40:00)","62.67","188.02"
"B","3","[2016-07-26 05:20:00,2016-07-26 05:40:00)","116.23","232.46"
"B","3","[2016-07-26 05:40:00,2016-07-26 06:00:00)","152.2","152.2"
"B","3","[2016-07-26 06:00:00,2016-07-26 06:20:00)","26.88","26.88"
"B","3","[2016-07-26 06:20:00,2016-07-26 06:40:00)","116.69","233.37"
"B","3","[2016-07-26 06:40:00,2016-07-26 07:00:00)","38.77","38.77"
"B","3","[2016-07-26 07:00:00,2016-07-26 07:20:00)","102.67","205.35"
"B","3","[2016-07-26 07:20:00,2016-07-26 07:40:00)","82.09","410.45"
"B","3","[2016-07-26 07:40:00,2016-07-26 08:00:00)","113.05","452.2"
"B","3","[2016-07-26 08:00:00,2016-07-26 08:20:00)","119.13","476.51"
"B","3","[2016-07-26 08:20:00,2016-07-26 08:40:00)","138.17","276.34"
"B","3","[2016-07-26 08:40:00,2016-07-26 09:00:00)","128.09","896.6"
"B","3","[2016-07-26 09:00:00,2016-07-26 09:20:00)","120.03","1440.42"
"B","3","[2016-07-26 09:20:00,2016-07-26 09:40:00)","114.45","572.25"
"B","3","[2016-07-26 09:40:00,2016-07-26 10:00:00)","111.12","1000.07"
"B","3","[2016-07-26 10:00:00,2016-07-26 10:20:00)","184.27","368.54"
"B","3","[2016-07-26 10:20:00,2016-07-26 10:40:00)","120.55","241.1"
"B","3","[2016-07-26 10:40:00,2016-07-26 11:00:00)","101.69","406.77"
"B","3","[2016-07-26 11:00:00,2016-07-26 11:20:00)","75.9","151.8"
"B","3","[2016-07-26 11:20:00,2016-07-26 11:40:00)","124.86","124.86"
"B","3","[2016-07-26 11:40:00,2016-07-26 12:00:00)","94.49","283.46"
"B","3","[2016-07-26 12:00:00,2016-07-26 12:20:00)","139.32","139.32"
"B","3","[2016-07-26 12:20:00,2016-07-26 12:40:00)","92.98","464.89"
"B","3","[2016-07-26 12:40:00,2016-07-26 13:00:00)","108.17","432.67"
"B","3","[2016-07-26 13:00:00,2016-07-26 13:20:00)","60.94","60.94"
"B","3","[2016-07-26 13:20:00,2016-07-26 13:40:00)","80.66","161.32"
"B","3","[2016-07-26 13:40:00,2016-07-26 14:00:00)","124.36","621.78"
"B","3","[2016-07-26 14:00:00,2016-07-26 14:20:00)","131.7","921.88"
"B","3","[2016-07-26 14:20:00,2016-07-26 14:40:00)","131.93","527.7"
"B","3","[2016-07-26 14:40:00,2016-07-26 15:00:00)","107.03","428.12"
"B","3","[2016-07-26 15:00:00,2016-07-26 15:20:00)","127.92","767.54"
"B","3","[2016-07-26 15:20:00,2016-07-26 15:40:00)","82.89","497.31"
"B","3","[2016-07-26 15:40:00,2016-07-26 16:00:00)","78.57","314.27"
"B","3","[2016-07-26 16:00:00,2016-07-26 16:20:00)","111.4","334.19"
"B","3","[2016-07-26 16:20:00,2016-07-26 16:40:00)","119.86","958.9"
"B","3","[2016-07-26 16:40:00,2016-07-26 17:00:00)","94.74","473.72"
"B","3","[2016-07-26 17:00:00,2016-07-26 17:20:00)","123.0","123.0"
"B","3","[2016-07-26 17:20:00,2016-07-26 17:40:00)","98.03","686.19"
"B","3","[2016-07-26 17:40:00,2016-07-26 18:00:00)","137.82","689.11"
"B","3","[2016-07-26 18:00:00,2016-07-26 18:20:00)","115.07","230.14"
"B","3","[2016-07-26 18:20:00,2016-07-26 18:40:00)","162.83","162.83"
"B","3","[2016-07-26 18:40:00,2016-07-26 19:00:00)","128.59","257.18"
"B","3","[2016-07-26 19:00:00,2016-07-26 19:20:00)","156.16","468.49"
"B","3","[2016-07-26 19:20:00,2016-07-26 19:40:00)","106.33","425.31"
"B","3","[2016-07-26 19:40:00,2016-07-26 20:00:00)","94.48","377.91"
"B","3","[2016-07-26 20:00:00,2016-07-26 20:20:00)","64.9","129.8"
"B","3","[2016-07-26 20:20:00,2016-07-26 20:40:00)","138.64","831.86"
"B","3","[2016-07-26 20:40:00,2016-07-26 21:00:00)","101.33","608.0"
"B","3","[2016-07-26 21:00:00,2016-07-26 21:20:00)","104.72","418.89"
"B","3","[2016-07-26 21:20:00,2016-07-26 21:40:00)","158.48","792.39"
"B","3","[2016-07-26 21:40:00,2016-07-26 22:00:00)","80.75","403.74"
"B","3","[2016-07-26 22:00:00,2016-07-26 22:20:00)","94.46","283.39"
"B","3","[2016-07-26 22:40:00,2016-07-26 23:00:00)","136.71","136.71"
"B","3","[2016-07-26 23:00:00,2016-07-26 23:20:00)","86.49","86.49"
"B","3","[2016-07-26 23:20:00,2016-07-26 23:40:00)","300.51","300.51"
"B","3","[2016-07-27 01:00:00,2016-07-27 01:20:00)","135.79","135.79"
"B","3","[2016-07-27 03:20:00,2016-07-27 03:40:00)","63.54","63.54"
"B","3","[2016-07-27 05:40:00,2016-07-27 06:00:00)","126.2","252.4"
"B","3","[2016-07-27 06:00:00,2016-07-27 06:20:00)","133.66","267.31"
"B","3","[2016-07-27 06:20:00,2016-07-27 06:40:00)","107.0","213.99"
"B","3","[2016-07-27 06:40:00,2016-07-27 07:00:00)","131.12","393.37"
"B","3","[2016-07-27 07:00:00,2016-07-27 07:20:00)","144.36","288.71"
"B","3","[2016-07-27 07:20:00,2016-07-27 07:40:00)","53.8","53.8"
"B","3","[2016-07-27 07:40:00,2016-07-27 08:00:00)","89.15","445.75"
"B","3","[2016-07-27 08:00:00,2016-07-27 08:20:00)","141.44","282.88"
"B","3","[2016-07-27 08:20:00,2016-07-27 08:40:00)","104.39","208.77"
"B","3","[2016-07-27 08:40:00,2016-07-27 09:00:00)","82.27","411.37"
"B","3","[2016-07-27 09:00:00,2016-07-27 09:20:00)","101.52","406.07"
"B","3","[2016-07-27 09:20:00,2016-07-27 09:40:00)","130.04","520.16"
"B","3","[2016-07-27 09:40:00,2016-07-27 10:00:00)","80.94","404.69"
"B","3","[2016-07-27 10:00:00,2016-07-27 10:20:00)","91.48","274.44"
"B","3","[2016-07-27 10:20:00,2016-07-27 10:40:00)","79.99","79.99"
"B","3","[2016-07-27 10:40:00,2016-07-27 11:00:00)","152.98","764.92"
"B","3","[2016-07-27 11:00:00,2016-07-27 11:20:00)","103.02","721.16"
"B","3","[2016-07-27 11:20:00,2016-07-27 11:40:00)","106.1","636.59"
"B","3","[2016-07-27 11:40:00,2016-07-27 12:00:00)","160.39","641.56"
"B","3","[2016-07-27 12:00:00,2016-07-27 12:20:00)","75.0","149.99"
"B","3","[2016-07-27 12:20:00,2016-07-27 12:40:00)","113.44","680.66"
"B","3","[2016-07-27 12:40:00,2016-07-27 13:00:00)","89.52","179.04"
"B","3","[2016-07-27 13:00:00,2016-07-27 13:20:00)","122.96","1106.68"
"B","3","[2016-07-27 13:20:00,2016-07-27 13:40:00)","179.15","179.15"
"B","3","[2016-07-27 13:40:00,2016-07-27 14:00:00)","142.63","570.54"
"B","3","[2016-07-27 14:00:00,2016-07-27 14:20:00)","131.31","1313.14"
"B","3","[2016-07-27 14:20:00,2016-07-27 14:40:00)","153.31","306.62"
"B","3","[2016-07-27 14:40:00,2016-07-27 15:00:00)","115.09","1611.3"
"B","3","[2016-07-27 15:00:00,2016-07-27 15:20:00)","101.6","304.8"
"B","3","[2016-07-27 15:20:00,2016-07-27 15:40:00)","80.55","322.18"
"B","3","[2016-07-27 15:40:00,2016-07-27 16:00:00)","121.73","365.19"
"B","3","[2016-07-27 16:00:00,2016-07-27 16:20:00)","112.94","225.88"
"B","3","[2016-07-27 16:20:00,2016-07-27 16:40:00)","120.08","360.24"
"B","3","[2016-07-27 16:40:00,2016-07-27 17:00:00)","94.0","657.99"
"B","3","[2016-07-27 17:00:00,2016-07-27 17:20:00)","130.69","261.39"
"B","3","[2016-07-27 17:20:00,2016-07-27 17:40:00)","116.13","348.38"
"B","3","[2016-07-27 17:40:00,2016-07-27 18:00:00)","121.09","484.37"
"B","3","[2016-07-27 18:00:00,2016-07-27 18:20:00)","104.3","312.91"
"B","3","[2016-07-27 18:20:00,2016-07-27 18:40:00)","81.26","325.03"
"B","3","[2016-07-27 18:40:00,2016-07-27 19:00:00)","111.7","670.22"
"B","3","[2016-07-27 19:00:00,2016-07-27 19:20:00)","256.88","770.64"
"B","3","[2016-07-27 19:20:00,2016-07-27 19:40:00)","98.22","98.22"
"B","3","[2016-07-27 19:40:00,2016-07-27 20:00:00)","180.03","360.06"
"B","3","[2016-07-27 20:00:00,2016-07-27 20:20:00)","118.63","474.52"
"B","3","[2016-07-27 20:20:00,2016-07-27 20:40:00)","157.26","786.29"
"B","3","[2016-07-27 20:40:00,2016-07-27 21:00:00)","153.96","769.78"
"B","3","[2016-07-27 21:00:00,2016-07-27 21:20:00)","108.09","540.44"
"B","3","[2016-07-27 21:40:00,2016-07-27 22:00:00)","89.82","179.64"
"B","3","[2016-07-27 22:00:00,2016-07-27 22:20:00)","110.92","443.68"
"B","3","[2016-07-27 22:20:00,2016-07-27 22:40:00)","161.83","161.83"
"B","3","[2016-07-27 22:40:00,2016-07-27 23:00:00)","89.86","359.46"
"B","3","[2016-07-27 23:00:00,2016-07-27 23:20:00)","124.54","249.08"
"B","3","[2016-07-27 23:20:00,2016-07-27 23:40:00)","154.19","616.78"
"B","3","[2016-07-27 23:40:00,2016-07-28 00:00:00)","135.94","679.7"
"B","3","[2016-07-28 00:00:00,2016-07-28 00:20:00)","111.42","334.27"
"B","3","[2016-07-28 00:20:00,2016-07-28 00:40:00)","137.08","274.17"
"B","3","[2016-07-28 00:40:00,2016-07-28 01:00:00)","77.17","154.34"
"B","3","[2016-07-28 01:00:00,2016-07-28 01:20:00)","73.64","73.64"
"B","3","[2016-07-28 01:20:00,2016-07-28 01:40:00)","116.51","582.54"
"B","3","[2016-07-28 02:00:00,2016-07-28 02:20:00)","136.92","273.84"
"B","3","[2016-07-28 02:20:00,2016-07-28 02:40:00)","142.47","284.93"
"B","3","[2016-07-28 02:40:00,2016-07-28 03:00:00)","105.26","526.3"
"B","3","[2016-07-28 03:00:00,2016-07-28 03:20:00)","121.35","364.06"
"B","3","[2016-07-28 03:20:00,2016-07-28 03:40:00)","148.1","148.1"
"B","3","[2016-07-28 03:40:00,2016-07-28 04:00:00)","73.98","147.97"
"B","3","[2016-07-28 04:20:00,2016-07-28 04:40:00)","139.35","557.41"
"B","3","[2016-07-28 06:20:00,2016-07-28 06:40:00)","146.14","146.14"
"B","3","[2016-07-28 07:00:00,2016-07-28 07:20:00)","105.22","105.22"
"B","3","[2016-07-28 07:20:00,2016-07-28 07:40:00)","146.94","293.88"
"B","3","[2016-07-28 07:40:00,2016-07-28 08:00:00)","184.12","184.12"
"B","3","[2016-07-28 08:00:00,2016-07-28 08:20:00)","123.53","370.58"
"B","3","[2016-07-28 08:20:00,2016-07-28 08:40:00)","135.53","542.12"
"B","3","[2016-07-28 08:40:00,2016-07-28 09:00:00)","158.87","953.24"
"B","3","[2016-07-28 09:00:00,2016-07-28 09:20:00)","333.27","1999.64"
"B","3","[2016-07-28 09:20:00,2016-07-28 09:40:00)","170.66","853.31"
"B","3","[2016-07-28 09:40:00,2016-07-28 10:00:00)","148.06","444.18"
"B","3","[2016-07-28 10:00:00,2016-07-28 10:20:00)","157.26","1415.36"
"B","3","[2016-07-28 10:20:00,2016-07-28 10:40:00)","149.08","894.5"
"B","3","[2016-07-28 10:40:00,2016-07-28 11:00:00)","145.87","291.73"
"B","3","[2016-07-28 11:00:00,2016-07-28 11:20:00)","133.12","798.72"
"B","3","[2016-07-28 11:40:00,2016-07-28 12:00:00)","103.22","206.43"
"B","3","[2016-07-28 12:00:00,2016-07-28 12:20:00)","110.99","443.97"
"B","3","[2016-07-28 12:20:00,2016-07-28 12:40:00)","144.91","434.74"
"B","3","[2016-07-28 12:40:00,2016-07-28 13:00:00)","190.07","760.29"
"B","3","[2016-07-28 13:00:00,2016-07-28 13:20:00)","75.75","75.75"
"B","3","[2016-07-28 13:20:00,2016-07-28 13:40:00)","144.8","289.59"
"B","3","[2016-07-28 13:40:00,2016-07-28 14:00:00)","112.73","789.12"
"B","3","[2016-07-28 14:00:00,2016-07-28 14:20:00)","134.49","403.46"
"B","3","[2016-07-28 14:20:00,2016-07-28 14:40:00)","146.53","1025.71"
"B","3","[2016-07-28 14:40:00,2016-07-28 15:00:00)","131.24","787.45"
"B","3","[2016-07-28 15:00:00,2016-07-28 15:20:00)","183.85","551.54"
"B","3","[2016-07-28 15:20:00,2016-07-28 15:40:00)","210.84","632.53"
"B","3","[2016-07-28 15:40:00,2016-07-28 16:00:00)","133.06","532.23"
"B","3","[2016-07-28 16:00:00,2016-07-28 16:20:00)","124.08","992.61"
"B","3","[2016-07-28 16:20:00,2016-07-28 16:40:00)","135.59","542.35"
"B","3","[2016-07-28 16:40:00,2016-07-28 17:00:00)","151.66","758.3"
"B","3","[2016-07-28 17:00:00,2016-07-28 17:20:00)","167.47","167.47"
"B","3","[2016-07-28 17:20:00,2016-07-28 17:40:00)","100.53","402.12"
"B","3","[2016-07-28 17:40:00,2016-07-28 18:00:00)","205.19","615.56"
"B","3","[2016-07-28 18:00:00,2016-07-28 18:20:00)","82.83","165.65"
"B","3","[2016-07-28 18:20:00,2016-07-28 18:40:00)","131.93","395.8"
"B","3","[2016-07-28 18:40:00,2016-07-28 19:00:00)","115.49","115.49"
"B","3","[2016-07-28 19:00:00,2016-07-28 19:20:00)","103.03","206.06"
"B","3","[2016-07-28 19:20:00,2016-07-28 19:40:00)","89.06","178.12"
"B","3","[2016-07-28 19:40:00,2016-07-28 20:00:00)","142.65","142.65"
"B","3","[2016-07-28 20:00:00,2016-07-28 20:20:00)","137.61","688.05"
"B","3","[2016-07-28 20:20:00,2016-07-28 20:40:00)","136.29","1090.31"
"B","3","[2016-07-28 20:40:00,2016-07-28 21:00:00)","218.13","436.25"
"B","3","[2016-07-28 21:00:00,2016-07-28 21:20:00)","115.8","694.78"
"B","3","[2016-07-28 21:20:00,2016-07-28 21:40:00)","93.13","372.5"
"B","3","[2016-07-28 21:40:00,2016-07-28 22:00:00)","136.39","545.56"
"B","3","[2016-07-28 22:00:00,2016-07-28 22:20:00)","146.21","1023.45"
"B","3","[2016-07-28 22:20:00,2016-07-28 22:40:00)","109.45","547.27"
"B","3","[2016-07-28 22:40:00,2016-07-28 23:00:00)","123.06","123.06"
"B","3","[2016-07-28 23:00:00,2016-07-28 23:20:00)","78.29","234.87"
"B","3","[2016-07-28 23:20:00,2016-07-28 23:40:00)","144.12","432.36"
"B","3","[2016-07-28 23:40:00,2016-07-29 00:00:00)","132.7","265.4"
"B","3","[2016-07-29 00:00:00,2016-07-29 00:20:00)","157.51","630.06"
"B","3","[2016-07-29 00:20:00,2016-07-29 00:40:00)","127.2","254.4"
"B","3","[2016-07-29 00:40:00,2016-07-29 01:00:00)","70.66","141.31"
"B","3","[2016-07-29 01:00:00,2016-07-29 01:20:00)","246.26","492.52"
"B","3","[2016-07-29 01:20:00,2016-07-29 01:40:00)","374.15","1122.44"
"B","3","[2016-07-29 01:40:00,2016-07-29 02:00:00)","162.63","325.27"
"B","3","[2016-07-29 02:20:00,2016-07-29 02:40:00)","136.7","273.4"
"B","3","[2016-07-29 02:40:00,2016-07-29 03:00:00)","121.33","242.66"
"B","3","[2016-07-29 03:20:00,2016-07-29 03:40:00)","167.22","1003.34"
"B","3","[2016-07-29 03:40:00,2016-07-29 04:00:00)","116.62","466.49"
"B","3","[2016-07-29 04:00:00,2016-07-29 04:20:00)","58.57","117.14"
"B","3","[2016-07-29 04:20:00,2016-07-29 04:40:00)","124.4","248.8"
"B","3","[2016-07-29 04:40:00,2016-07-29 05:00:00)","137.92","137.92"
"B","3","[2016-07-29 05:00:00,2016-07-29 05:20:00)","90.66","90.66"
"B","3","[2016-07-29 05:40:00,2016-07-29 06:00:00)","82.83","82.83"
"B","3","[2016-07-29 06:00:00,2016-07-29 06:20:00)","35.51","35.51"
"B","3","[2016-07-29 06:40:00,2016-07-29 07:00:00)","134.21","134.21"
"B","3","[2016-07-29 07:00:00,2016-07-29 07:20:00)","204.56","204.56"
"B","3","[2016-07-29 07:20:00,2016-07-29 07:40:00)","132.99","1063.93"
"B","3","[2016-07-29 07:40:00,2016-07-29 08:00:00)","119.21","119.21"
"B","3","[2016-07-29 08:00:00,2016-07-29 08:20:00)","184.46","922.3"
"B","3","[2016-07-29 08:20:00,2016-07-29 08:40:00)","158.57","792.86"
"B","3","[2016-07-29 08:40:00,2016-07-29 09:00:00)","150.27","751.37"
"B","3","[2016-07-29 09:00:00,2016-07-29 09:20:00)","128.22","641.12"
"B","3","[2016-07-29 09:20:00,2016-07-29 09:40:00)","145.05","435.16"
"B","3","[2016-07-29 09:40:00,2016-07-29 10:00:00)","142.04","1278.38"
"B","3","[2016-07-29 10:00:00,2016-07-29 10:20:00)","153.89","769.44"
"B","3","[2016-07-29 10:20:00,2016-07-29 10:40:00)","151.91","607.65"
"B","3","[2016-07-29 10:40:00,2016-07-29 11:00:00)","192.54","770.14"
"B","3","[2016-07-29 11:00:00,2016-07-29 11:20:00)","150.98","301.96"
"B","3","[2016-07-29 11:20:00,2016-07-29 11:40:00)","94.59","283.78"
"B","3","[2016-07-29 11:40:00,2016-07-29 12:00:00)","110.54","331.63"
"B","3","[2016-07-29 12:00:00,2016-07-29 12:20:00)","121.34","485.37"
"B","3","[2016-07-29 12:20:00,2016-07-29 12:40:00)","127.35","636.76"
"B","3","[2016-07-29 12:40:00,2016-07-29 13:00:00)","71.7","143.4"
"B","3","[2016-07-29 13:00:00,2016-07-29 13:20:00)","89.97","359.88"
"B","3","[2016-07-29 13:20:00,2016-07-29 13:40:00)","120.29","481.14"
"B","3","[2016-07-29 13:40:00,2016-07-29 14:00:00)","159.72","638.88"
"B","3","[2016-07-29 14:00:00,2016-07-29 14:20:00)","172.23","688.9"
"B","3","[2016-07-29 14:20:00,2016-07-29 14:40:00)","167.51","837.57"
"B","3","[2016-07-29 14:40:00,2016-07-29 15:00:00)","154.73","1083.08"
"B","3","[2016-07-29 15:00:00,2016-07-29 15:20:00)","108.42","433.7"
"B","3","[2016-07-29 15:20:00,2016-07-29 15:40:00)","152.64","915.86"
"B","3","[2016-07-29 15:40:00,2016-07-29 16:00:00)","185.81","185.81"
"B","3","[2016-07-29 16:00:00,2016-07-29 16:20:00)","153.47","306.95"
"B","3","[2016-07-29 16:20:00,2016-07-29 16:40:00)","181.85","1091.13"
"B","3","[2016-07-29 16:40:00,2016-07-29 17:00:00)","148.8","892.81"
"B","3","[2016-07-29 17:00:00,2016-07-29 17:20:00)","158.55","792.76"
"B","3","[2016-07-29 17:20:00,2016-07-29 17:40:00)","140.18","280.36"
"B","3","[2016-07-29 17:40:00,2016-07-29 18:00:00)","142.52","712.58"
"B","3","[2016-07-29 18:00:00,2016-07-29 18:20:00)","105.85","423.39"
"B","3","[2016-07-29 18:20:00,2016-07-29 18:40:00)","82.05","246.14"
